id_szkoly,id_ucznia,pomiar,grupa,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26,mat_27,mat_28,mat_29,mat_30,mat_31,mat_33,mat_34,mat_35,mat_36,mat_37,mat_38,mat_39,mat_40,mat_41,mat_42,mat_43,mat_44,mat_45,mat_46,mat_47,mat_32,mat_48
34,2146151,1,0,,,,,,,,,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,,,,,,,,,0,1,1,0,0,1,1,1,,,,,,,,1,
34,2154017,1,0,,,,,,,,,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,0,0,1,0,0,1,1,0,,,,,,,,0,
34,2146183,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,,,,,,,,,1,1,0,0,0,1,0,,0
34,2146093,2,0,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,,,,,,,,,1,0,1,0,0,1,1,,1
34,2154017,2,0,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,,,,,,,,,0,1,0,0,0,1,1,,1
34,2146197,2,0,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,,,,,,,,,1,1,1,0,1,1,1,,1
34,2146197,1,0,,,,,,,,,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,,,,,,,,,1,1,1,1,1,0,1,0,,,,,,,,1,
34,2146065,2,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,,,,,,,,,0,0,1,0,1,1,1,,1
34,2146123,2,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,,,,,,,,,1,1,1,0,1,0,0,,1
34,2146079,1,0,,,,,,,,,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,,,,,,,,,0,1,1,0,1,1,1,0,,,,,,,,0,
35,2155174,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,0,0,0,0,1,0,0,,0
35,2155202,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,,,,,,,,,1,0,0,1,0,1,1,,0
35,2155330,1,0,,,,,,,,,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,,,,,,,,,1,1,0,1,1,1,1,0,,,,,,,,0,
35,2155230,2,0,1,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,1,0,1,1,0,0,1,1,,,,,,,,,1,1,0,1,0,1,1,,1
35,2155260,1,0,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,,,,,,,,,1,1,0,0,1,1,1,1,,,,,,,,1,
35,2155316,1,0,,,,,,,,,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,1,
35,2155344,2,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,1,0,1,1,0,0,1,1,,,,,,,,,0,0,1,0,0,0,0,,0
35,2155330,2,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,,,,,,,,,1,0,0,0,1,0,0,,1
35,2155244,2,0,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,1,1,0,0,0,0,1,,0
35,2155188,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,0,,0
35,2155230,1,0,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,,,,,,0,1,1,1,1,1,1,0,,,,,,,,1,
35,2155344,1,0,,,,,,,,,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,,,,,,,,,0,1,0,1,0,0,1,0,,,,,,,,1,
35,2155316,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
35,2155174,1,0,,,,,,,,,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,,,,,,,,,0,0,0,1,0,1,1,0,,,,,,,,0,
35,2155188,1,0,,,,,,,,,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,0,
35,2155244,1,0,,,,,,,,,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,0,0,1,1,1,1,1,1,,,,,,,,1,
35,2155202,1,0,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,,,,,,,,,0,1,1,1,1,0,1,0,,,,,,,,1,
35,2155260,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
36,2130806,1,0,,,,,,,,,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,1,
36,2130834,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,0,1,1,1,0,1,1,,1
36,2130806,2,0,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,0,,,,,,,,,1,1,0,0,0,1,1,,1
36,2130912,1,0,,,,,,,,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,1,1,0,0,1,1,1,0,,,,,,,,1,
36,2130758,2,0,1,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,0,0,0,0,1,,1
36,2130834,1,0,,,,,,,,,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,,,,,,,,,0,1,0,0,0,0,1,0,,,,,,,,1,
36,2130772,1,0,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,0,1,1,0,1,1,1,1,,,,,,,,0,
36,2130848,1,0,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,,,,,,,,,0,1,1,0,1,1,1,1,,,,,,,,0,
36,2130744,1,0,,,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,,,,,,,,0,1,1,1,0,1,1,0,,,,,,,,1,
36,2130792,1,0,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,0,0,0,0,0,1,0,1,,,,,,,,1,
36,2130848,2,0,1,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,,,,,,,,,1,1,1,0,0,0,1,,0
36,2130820,2,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,,,,,,,,,0,0,1,0,0,0,0,,0
36,2130772,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,0,,,,,,,,,0,0,1,0,0,1,1,,1
36,2130744,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1
36,2130758,1,0,,,,,,,,,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,,,,,,,,,0,1,1,1,1,1,1,0,,,,,,,,1,
36,2130792,2,0,0,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,1,,,,,,,,,0,0,0,0,0,0,0,,0
36,2130912,2,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,,,,,,,,,0,1,1,0,1,1,1,,1
36,2130820,1,0,,,,,,,,,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,,,,,,,,,1,1,0,0,0,1,0,0,,,,,,,,0,
37,2197591,1,0,,,,,,,,,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,,,,,,,,,1,0,0,1,0,1,1,1,,,,,,,,1,
37,2197555,2,0,0,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,0,1,0,0,1,1,1,,1
37,2197605,2,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,,,,,,,,,0,1,0,0,0,1,1,,0
37,2197577,1,0,,,,,,,,,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,,,,,,,,,1,1,0,0,1,1,1,0,,,,,,,,1,
37,2197541,1,0,,,,,,,,,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,,,,,,,,,0,1,0,0,1,1,0,1,,,,,,,,0,
37,2197651,1,0,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,,,,,,,,,0,1,0,1,1,1,1,1,,,,,,,,0,
37,2197555,1,0,,,,,,,,,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,,,,,,,,,0,1,0,1,0,0,0,1,,,,,,,,0,
37,2197507,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,,,,,,,,,1,0,1,1,1,1,1,,1
37,2197493,2,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,0,1,1,0,0,0,0,,0
37,2197577,2,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,,,,,,,,,1,0,0,1,0,0,1,,1
37,2197507,1,0,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,0,1,1,1,1,1,1,1,,,,,,,,0,
37,2197651,2,0,0,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,,,,,,,,,0,1,0,0,0,1,0,,1
37,2197541,2,0,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,0,1,0,0,0,1,0,,1
37,2197591,2,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,,,,,,,,,0,1,0,0,1,1,1,,0
37,2197463,2,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,,,,,,,,,1,1,0,1,0,1,1,,1
37,2197493,1,0,,,,,,,,,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,,,,,,,,,1,1,0,0,0,1,0,0,,,,,,,,0,
37,2197463,1,0,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,,,,,,,,,0,1,0,1,1,1,0,0,,,,,,,,0,
37,2197605,1,0,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,,,,,,,,,0,1,0,1,0,1,1,0,,,,,,,,1,
38,2198038,1,1,,,,,,,,,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,1,
38,2198080,2,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,0,0,1,,1
38,2198094,2,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,,,,,,,,,1,1,1,1,1,1,1,,1
38,2198052,1,1,,,,,,,,,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,1,
38,2198052,2,1,0,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,1,0,1,0,0,0,1,,0
38,2198122,1,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,0,1,1,0,0,0,0,,,,,,,,1,
38,2198094,1,1,,,,,,,,,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,,,,,,,,,0,1,0,1,0,0,1,1,,,,,,,,0,
38,2198108,2,1,0,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,1,0,0,1,0,1,1,,0
38,2198080,1,1,,,,,,,,,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,,,,,,,,,0,1,1,0,1,0,1,0,,,,,,,,0,
38,2198122,2,1,1,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,0,1,1,0,0,0,1,,1
38,2198108,1,1,,,,,,,,,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,1,1,1,1,0,1,1,0,,,,,,,,0,
38,2198066,2,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1
38,2198066,1,1,,,,,,,,,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,1,1,1,0,1,1,1,1,,,,,,,,1,
38,2198038,2,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,0,0,1,1,0,1,1,,1
39,2220070,1,1,,,,,,,,,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,,,,,,,,,0,0,0,1,1,0,0,0,,,,,,,,0,
39,2220084,1,1,,,,,,,,,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,,,,,,,,,0,1,0,1,1,0,1,0,,,,,,,,1,
39,2219950,1,1,,,,,,,,,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,,,,,,,,,1,1,0,0,0,1,0,0,,,,,,,,0,
39,2219936,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
39,2219922,1,1,,,,,,,,,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,,,,,,,,,0,1,0,0,1,1,1,0,,,,,,,,0,
39,2220070,2,1,1,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,,,0,1,1,0,0,1,0,,0
39,2219922,2,1,0,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,0,1,1,0,1,1,1,,1
39,2220056,1,1,,,,,,,,,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,,,,,,,,,1,0,0,0,1,1,0,0,,,,,,,,0,
39,2220084,2,1,1,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,,,,,,,,,0,1,1,0,0,1,0,,1
39,2220042,2,1,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,,,,,,,,,0,1,1,0,0,1,0,,1
39,2219950,2,1,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,0,0,0,0,0,0,0,,0
39,2219936,1,1,,,,,,,,,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
39,2220056,2,1,1,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,,,,,,,,,0,0,1,0,0,1,1,,1
39,2220042,1,1,,,,,,,,,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
40,2244340,2,0,1,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,,,1,1,1,1,0,1,0,,0
40,2244356,1,0,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
40,2244326,2,0,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,1,0,1,1,0,0,1,1,,,,,,,,,0,0,1,0,0,0,0,,0
40,2244370,1,0,,,,,,,,,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,0,
40,2244326,1,0,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,
40,2244342,1,0,,,,,,,,,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,,,,,,,,,1,1,0,1,1,1,1,0,,,,,,,,1,
40,2244340,1,0,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,0,0,0,1,1,1,1,0,,,,,,,,1,
40,2244370,2,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,,,,,,,,,0,0,0,0,1,0,1,,0
40,2244342,2,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,,,,,,,,,0,1,0,0,1,1,0,,1
40,2244312,1,0,,,,,,,,,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,0,
40,2244356,2,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,1,,,,,,,,,0,0,0,0,0,0,0,,0
40,2244312,2,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,,,,,,,,,1,0,1,0,1,0,0,,1
41,2190344,2,0,0,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,,,,,,,,,1,1,1,0,0,1,1,,1
41,2190266,2,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,,,,,,,,,1,0,1,0,0,1,1,,0
41,2190188,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
41,2190322,2,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,,,,,,,,,1,0,0,0,0,0,1,,0
41,2190358,2,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,0,1,1,0,0,1,1,,1
41,2190204,1,0,,,,,,,,,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,,,,,,,,,0,0,0,1,0,0,1,0,,,,,,,,1,
41,2190322,1,0,,,,,,,,,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,0,
41,2190294,1,0,,,,,,,,,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,,,,,,,,,0,0,0,1,1,1,1,0,,,,,,,,1,
41,2190344,1,0,,,,,,,,,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,,,,,,,,,0,0,0,1,1,1,1,0,,,,,,,,0,
41,2190358,1,0,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,0,0,1,1,0,1,0,,,,,,,,0,
41,2190160,1,0,,,,,,,,,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,,,,,,,,,0,0,0,0,0,1,0,0,,,,,,,,0,
41,2190280,1,0,,,,,,,,,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,,,,,,,,,0,1,0,1,1,1,1,1,,,,,,,,0,
41,2190160,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
41,2190280,2,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,0
41,2190308,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,1
41,2190234,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,,,,,,,,,0,0,0,0,0,0,0,,0
41,2190204,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,,0
41,2190266,1,0,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
41,2190188,1,0,,,,,,,,,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
41,2190308,1,0,,,,,,,,,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,,,,,,,,,1,1,0,0,0,0,1,0,,,,,,,,0,
41,2190294,2,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,,,,,,,,,0,0,1,0,0,0,1,,0
41,2190234,1,0,,,,,,,,,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,,,,,,,,,1,1,0,0,0,0,1,0,,,,,,,,0,
42,2108782,2,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,1,0,1,1,0,0,1,1,,,,,,,,,1,0,1,0,0,1,0,,1
42,2108782,1,1,,,,,,,,,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,0,
42,2108754,1,1,,,,,,,,,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,,,,,,,,,1,1,0,1,0,0,0,0,,,,,,,,1,
42,2108836,2,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,,,,,,,,,0,1,0,0,0,0,0,,0
42,2108822,1,1,,,,,,,,,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,1,
42,2108836,1,1,,,,,,,,,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,,,,,,,,,1,1,1,0,1,1,1,0,,,,,,,,1,
42,2108710,1,1,,,,,,,,,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,,,,,,,,,0,1,1,0,0,0,1,0,,,,,,,,1,
42,2108850,1,1,,,,,,,,,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,1,1,1,0,1,1,1,0,,,,,,,,1,
42,2108696,1,1,,,,,,,,,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,1,0,0,1,0,,,,,,,,0,
42,2108768,1,1,,,,,,,,,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,,,,,,,,,0,1,1,0,1,1,1,1,,,,,,,,1,
42,2108796,1,1,,,,,,,,,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,0,
42,2108850,2,1,1,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,1,1,0,0,1,1,1,,0
42,2108696,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,1,0,,0
42,2108754,2,1,0,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,,,,,,,,,1,1,1,0,0,1,1,,0
42,2108710,2,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,1,0,0,0,,0
42,2108810,2,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,,,,,,,,,1,0,1,0,0,0,1,,0
42,2108810,1,1,,,,,,,,,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,
42,2108822,2,1,0,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,1,,,,,,,,,1,1,0,1,1,1,0,,1
42,2108796,2,1,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,,,,,,,,,0,1,0,0,0,1,0,,0
42,2108768,2,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,,,,,,,1,1,1,0,0,0,1,,1
43,2114809,1,0,,,,,,,,,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,0,
43,2114839,1,0,,,,,,,,,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,,,,,,,,,0,1,0,0,0,1,1,1,,,,,,,,0,
43,2114795,2,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,1,,,,,,,,,0,1,0,1,0,0,1,,1
43,2114781,1,0,,,,,,,,,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,,,,,,,,,1,1,1,0,1,1,1,0,,,,,,,,1,
43,2114853,1,0,,,,,,,,,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,,,,,,,,1,1,0,0,0,1,1,0,,,,,,,,0,
43,2114795,1,0,,,,,,,,,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,1,
43,2114867,1,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,1,1,1,1,0,0,0,1,,,,,,,,0,
43,2114809,2,0,0,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,,,,,,,,1,1,1,0,0,0,0,,1
43,2114867,2,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,0,0,1,0,0,0,0,,0
43,2114781,2,0,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,0,1,1,,1
43,2114839,2,0,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,1,0,,1
43,2114853,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,,,,,,,,,0,0,0,0,0,0,0,,1
44,2125850,2,1,0,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,,,,,,,,,1,1,0,0,0,0,1,,0
44,2125886,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,0,1,0,0,0,1,0,,0
44,2125798,1,1,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,,,,,,,,,1,1,1,1,1,0,1,0,,,,,,,,1,
44,2125836,1,1,,,,,,,,,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,
44,2125886,1,1,,,,,,,,,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,,,,,,,,,0,1,0,0,0,0,1,0,,,,,,,,1,
44,2125900,1,1,,,,,,,,,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,,,,,,,,,0,1,1,0,1,0,1,1,,,,,,,,0,
44,2125812,1,1,,,,,,,,,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,,,,,,,,,1,0,1,1,1,1,1,0,,,,,,,,0,
44,2125798,2,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,,,,,,,,,1,0,1,0,0,1,0,,1
44,2125900,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,1,0,0,1,0,0,,1
